component_id,manufacturer,mpn,quantity,uom,inventory_status
53bdb3e9-8deb-4594-9400-18f99fdb21aa,3M,9140-4500PL,0.0,,
b3a8e46a-599e-458a-a3f9-7c4f4f9093a2,3M,929974-01-06-RK,0.0,,
509b4f92-6cb5-4eb9-9763-8d478f5cdd04,3M,950420-6102-AR,0.0,,
aaa7be51-ced4-4a33-8fa8-cd52bae07aa3,3M,950432-6102-AR,0.0,,
d8fc8046-3dcb-4efe-8c6f-aa0b9719c111,3M,961-210-5500-AR-PR,0.0,,
e068fb41-a4c2-440d-94a1-8c780fc6a4de,3M,961106-6404-AR,0.0,,
051b91b8-eab0-4c87-a5b3-6ed83e8aff31,3M,N10220-5212PC,0.0,,
ad1643dc-d4b4-4779-9f6a-1cb8f82be5c8,3M,N10226-5212PC,0.0,,
abb87aac-150d-4348-8d89-654cf7d7313c,3M,N10250-5212PL,0.0,,
c4dc437c-6813-4c8e-a0ee-24ae42f7fcb7,3M,N10250-6212PC,0.0,,
e775e4e4-0062-49be-998f-9e089a50f4a7,3M,N2506-6002RB,0.0,,
4f2042e9-8eac-4bef-ae6d-7a2934d72dc6,3M,N2508-6002RB,0.0,,
4a6fc93e-e57c-4b2a-b885-d27a15d8f28f,3M,N2510-5002RB,0.0,,
07762c58-268b-48e0-8371-bacdd518fe3f,3M,N2510-6002RB,0.0,,
8666e971-6e6c-46ed-b1a7-45372264d45b,3M,N2510-6003RB,0.0,,
6924187f-75de-404d-b767-3c985baef569,3M,N2510-6V0C-RB-WD,0.0,,
df50ceca-ccc5-4bd9-993e-44a1709a0974,3M,N2514-5002RB,0.0,,
0a956ad8-d3d7-4d79-9b75-222b6b23ed7b,3M,N2514-6002RB,0.0,,
26dd53e9-4797-4065-971e-5602d0cb4242,3M,N2514-6003RB,0.0,,
57c669ea-abe5-4ce3-a41b-449dccf8585b,3M,N2516-5002RB,0.0,,
16a8b547-e055-4c68-ac00-772fad548e63,3M,N2516-6002RB,0.0,,
39a462a7-5537-4975-b7d9-71700d00bd2d,3M,N2516-6003RB,0.0,,
ec63bcd0-a217-4731-a70b-7ea1b7c99861,3M,N2520-5002RB,0.0,,
565ca591-9875-4f13-ab25-4eb567a5263e,3M,N2520-6002RB,0.0,,
1291e818-a751-4d3a-9116-0edddbe6c397,3M,N2520-6003RB,0.0,,
5c58138c-4336-4347-adcc-786962775659,3M,N2520-6V0C-RB,0.0,,
0f704cb4-df94-4c4f-93e4-8b951a6439e6,3M,N2524-6002RB,0.0,,
3db8f7e2-d690-4720-a8d6-31750d3bac45,3M,N2524-6003RB,0.0,,
61531fbb-8407-40f0-9509-53ce202b0f3f,3M,N2526-5002RB,0.0,,
279f59c1-0ecc-4c30-b01b-d77a77b240fd,3M,N2526-6002RB,0.0,,
d44ae83d-d8ca-4988-882c-8f9ea51a1064,3M,N2526-6003RB,0.0,,
23bdc712-f243-43a4-a912-31ef7b40b8cf,3M,N2530-6002RB,0.0,,
cc7caa02-b81b-4ff0-a696-bd67f70339e2,3M,N2530-6003RB,0.0,,
05ee6311-e935-4228-a302-c24310f1f784,3M,N2534-5002RB,0.0,,
8e703dfd-1d1b-4ce9-8c24-089a77042034,3M,N2534-6002RB,0.0,,
b5645ee7-6ef9-4e0e-9d38-4a31394ca708,3M,N2534-6003RB,0.0,,
08d624cb-d5c9-4b27-ab31-67e394aea9c2,3M,N2534-6V0C-RB,0.0,,
f52e4cb7-6709-409f-92ac-a4b295be2ffa,3M,N2540-6002RB,0.0,,
6fbb9a00-df57-4cd2-8680-de4becd32f4b,3M,N2540-6003RB,0.0,,
15835c1c-8055-4509-b2ca-c9c4a8c5faec,3M,N2540-6V0C-RB-WG,0.0,,
613b8841-d285-4620-b164-196853b0e0b1,3M,N2550-5002RB,0.0,,
54f4eb3d-2438-495f-b4ce-ea4f29489ad9,3M,N2550-6002RB,0.0,,
e01d8a6e-2c2d-4e3e-910b-93d3d11e0b1f,3M,N2550-6003RB,0.0,,
d6c81995-6bd0-47c4-9a0d-c463d50c07af,3M,N2560-6002RB,0.0,,
c70fdfe6-0be7-4eb4-8d47-658174d294e9,3M,N2560-6003RB,0.0,,
397b1df9-e227-45ec-97b0-46c9993fb53c,3M,N2564-5002RB,0.0,,
f8b0bcee-9792-495a-a7bd-ff566ced0e77,3M,N2564-6002RB,0.0,,
880dc76d-5d82-454d-a7e9-bf81e7020ca3,3M,N2564-6003RB,0.0,,
0502b279-10f6-4b6b-8edc-391130b08a71,3M,N3314-5002RB,0.0,,
d58b6934-4983-4650-b4c0-3362c39dbb7f,3M,N3314-6203RB,0.0,,
fa8f42fe-02ae-4d07-a25c-26ca49143617,3M,N3314-6302RB,0.0,,
ef5693b3-7cef-4f14-aa9d-a7f6608a55ab,3M,N3408-5202RB,0.0,,
2a83f51f-6f97-4aab-b698-04cdd097da14,3M,N3408-5302RB,0.0,,
017ee521-fc1a-4d53-86b4-faf6f6ac60c8,3M,N3408-6202RB,0.0,,
4984e685-052d-40ce-a3c7-288ae9f1f1a0,3M,N3408-6302RB,0.0,,
e5464a3f-20eb-45e3-b132-82b1211e188a,3M,N3428-5202RB,0.0,,
e4753ff1-34d1-41f7-958e-59859a187515,3M,N3428-5302RB,0.0,,
9cb14c87-76b5-4234-8b97-68daa2d55486,3M,N3428-6002RB,0.0,,
0e927f9d-6021-42a2-b36e-b10757b37b17,3M,N3428-6202RB,0.0,,
aa2dded9-7fe8-434e-86ec-208c9485b3df,3M,N3428-6203RB,0.0,,
d2b16735-13a7-4d03-82e7-d24428ac90b8,3M,N3428-6302RB,0.0,,
6b73c46b-3476-4a13-8b87-ab3750783b10,3M,N3429-1202RB,0.0,,
6b19e82d-3552-4103-97fe-e6b1054fc414,3M,N3429-2202RB,0.0,,
8ef3bda9-8a2f-4f0a-b70f-81828b9ed15d,3M,N3429-5202RB,0.0,,
60d1915e-c8a6-412d-9d73-db15b8638d51,3M,N3429-5302RB,0.0,,
924950b7-be73-46f9-853d-7fd4d842ed3c,3M,N3429-6002RB,0.0,,
65f8871f-7362-458e-984a-8d1c795903f8,3M,N3429-6202RB,0.0,,
99ec0939-ddb9-4659-9636-89e92a38db68,3M,N3429-6203RB,0.0,,
59427576-f24d-4a5a-a5a2-cd2520a8dc17,3M,N3429-6302RB,0.0,,
9ea87918-a3ce-4713-a4ae-9803df80cc38,3M,N3429-D002RB,0.0,,
42243f9a-2a5b-4b7b-8016-7067c4b8e482,3M,N3429-D202RB,0.0,,
289e5a03-435c-497d-823b-81e2331a95ee,3M,N3431-5302RB,0.0,,
fc8ff759-c14a-4d07-b711-244951637d36,3M,N3431-6202RB,0.0,,
14c7b999-6749-4a61-87fa-24a9acbef34f,3M,N3431-6302RB,0.0,,
f17f8dec-57cc-4bfc-98d7-1650c7bd7166,3M,N3432-5302RB,0.0,,
f52b78ce-6adf-4160-a318-3125dec88ae0,3M,N3432-6002RB,0.0,,
f6fe189c-94fd-47a3-b9a2-693400d565ad,3M,N3432-6203RB,0.0,,
4ff5c18e-f668-4c3d-93f0-30f3d949ffeb,3M,N3432-6302RB,0.0,,
58a566da-7bb9-419d-aa3d-450bb73dd0b9,3M,N3433-5302RB,0.0,,
103bc811-e3dc-4258-8edd-213d3edced61,3M,N3433-6002RB,0.0,,
5023303b-385c-4c36-9885-ce6633e98fe6,3M,N3433-6202RB,0.0,,
c4b83d9a-8673-4c01-93b2-2ffcb200c8bc,3M,N3433-6203RB,0.0,,
5b54a4fe-5e7a-42ac-9245-71f8ec793783,3M,N3433-6302RB,0.0,,
ef32691c-33da-4797-99e3-a95f01bab486,3M,N3433-D202RB,0.0,,
3a77c803-7230-402f-ac7c-64ab8ad2cce1,3M,N3433-D302RB,0.0,,
30c91838-0bbc-4f95-ac61-a36f210899aa,3M,N3440-6202RB,0.0,,
b68d87f1-99f3-4c9a-ba8e-699cab9f83b0,3M,N3627-6202RB,0.0,,
51e31281-f78d-4364-80a4-6b5442582799,3M,N3764-5202RB,0.0,,
25168f19-10a0-45a8-891a-15727d45d38a,3M,N3764-5302RB,0.0,,
511ff5ab-128f-43df-8ec6-4e29d87092fb,3M,N3764-6002RB,0.0,,
6882db9a-b600-47f0-a508-50d99a37db17,3M,N3764-6202RB,0.0,,
ba7486e5-721e-4e70-9d4b-a1e04eb87808,3M,N3764-6203RB,0.0,,
c1c2785c-dfea-4177-bd2c-f937e294948c,3M,N3764-6302RB,0.0,,
0bfe7b05-55df-45da-9697-afdb95d99281,3M,N3764-D302RB,0.0,,
78079347-76b3-4046-b5e2-472fcaf60896,3M,N3793-1202RB,0.0,,
f299e78c-6d56-4983-9f06-bcc62fceeddb,3M,N3793-2202RB,0.0,,
a002b5d3-a85c-4764-88a4-bd9ab8de6d32,3M,N3793-5202RB,0.0,,
0ce12a50-9710-448d-9c1e-8561c083e123,3M,N3793-5302RB,0.0,,
5d90bdb9-3530-4490-859e-818bfb742cc6,3M,N3793-6202RB,0.0,,
2d2b6777-809f-405c-8096-d8ee67bfba42,3M,N3793-6203RB,0.0,,
fff9605b-270f-496d-bb11-2de5c73b7962,3M,N3793-6302RB,0.0,,
6fa35a18-76c8-422e-aaf8-b8ff775bae71,3M,N3793-6303RB,0.0,,
37ca55ce-03a8-43f1-95be-0b989ec306e0,3M,N3793-D202RB,0.0,,
a9293b4d-3b07-4601-b31a-a96032223c35,3M,N7E50-7516PK-20,0.0,,
803b2b81-2559-4c67-8c84-8731d9525d5e,3M,N7E50-Q516RB-40,0.0,,
808bf33a-d96d-4f35-b3cf-d5fedfffd7c3,3M,P50-068P-RR1-EA,0.0,,
21deb19a-c732-482e-8281-da04e41ed3a6,3M,P50-068S-RR1-EA,0.0,,
0004d077-d459-41af-ab10-ddfe530a4f6b,3M,P50-080S-RR1-EA,0.0,,
fddeac27-55c7-4e6c-b32b-82fbe784b13f,3M,P50E-050P1-RR1-EA,0.0,,
f01646e3-182b-476f-88ec-b2a1f7f23b9c,3M,P50E-068P1-SR1-EA,0.0,,
618e1128-4ddb-47a2-80db-c1d1b61ff90c,3M,P50E-080P1-S1-EA,0.0,,
0a084b7d-bdba-4f4d-9beb-89b64664ebc9,3M,P50E-100P1-SR1-EA,0.0,,
bde6c270-57cc-4559-b303-45f6544844b0,AAVID THERMALLOY,342947,0.0,,
4a6d22c2-0092-4b69-ad5a-83da65c24bfb,AAVID THERMALLOY,374324B00035G,0.0,,
6fd4e3c2-64c0-496f-b946-e334760c1ba7,AAVID THERMALLOY,374924B00035G,0.0,,
35b09bc0-8397-4307-a9b0-e18d64d8c423,AAVID THERMALLOY,504222B00000G,0.0,,
a89d3bd3-14e1-433d-afbe-b24e492961dd,AAVID THERMALLOY,529702B02500G,0.0,,
58b96d6f-3b4c-49bf-acdb-a0d0021990f7,AAVID THERMALLOY,529801B02500G,0.0,,
eff30815-3df2-46f4-b6a4-69f163215a87,AAVID THERMALLOY,529802B02500G,0.0,,
4285a426-f188-42e6-9aa7-57de381e332a,AAVID THERMALLOY,529902B02500G,0.0,,
92102751-6482-4018-a7d5-aa5984c76502,AAVID THERMALLOY,530002B02500G,0.0,,
9eb8750a-aa18-4dfd-a10a-7985c9d8b4f6,AAVID THERMALLOY,551002B00000G,0.0,,
37612959-e2b8-4222-a9eb-0f3a4b54a259,AAVID THERMALLOY,577102B00000G,0.0,,
0f00b3ee-1737-4e07-8582-8a8fa9936f35,AAVID THERMALLOY,577202B00000G,0.0,,
17279850-8821-4787-916b-b5060fd17384,AAVID THERMALLOY,7109DG,0.0,,
b0906a25-bfc9-482d-b145-e2f5def028d7,AAVID THERMALLOY,780203B08661G,0.0,,
dba545e0-aa12-403a-9db2-1cee366d800e,AAVID THERMALLOY,EA-400-H125-T710,0.0,,
458f97a5-ee33-44d5-945c-212e74a86c09,AAVID-THERMALLOY,7721-7PPSG,0.0,,
720b79bc-4a9c-449b-af27-1389fa95b2e0,AAVID-THERMALLOY,MAX01NG,0.0,,
b19f4c64-edc0-4f98-85af-e303a57a1b76,ABB,B7-30-10-P-80 (GJL1311009R8100),0.0,,
a8ef6e34-cae3-4f0e-a149-c5f8963e6fdf,ABB,BC6-30-10-P-01 (GJL1213009R0101),0.0,,
3d546720-f63c-47f6-92e1-5c276baabd5e,ABB,PIM400K,0.0,,
a773bae8-f33a-4591-afb2-e56f3ca0a567,ABB,QBVW033A0B941Z,0.0,,
2f01616e-bb86-4f8a-b808-df538b627a3b,ABCOMPONENTS,ABI-042-RC,0.0,,
d9dff479-e447-4382-b8a4-1509225e06d1,ABL,LS85,0.0,,
f2391c3d-1e27-4bb2-ab3e-f0d9fb516fd9,ABL,PPN0500B,0.0,,
abfc1416-9a28-4ba5-b857-8d907260bb8c,ABLIC,BAA-I8T1U7,0.0,,
3f284162-58cd-4f9a-833b-6c067ea12e6c,ABLIC,S-8209ACA-T8T1U,0.0,,
e9858dab-bbc7-49b1-92cd-013d6b0d4f14,ABRACON,ABL-16.000MHZ-B1U,0.0,,
c1599b6d-91a3-41fc-9368-ed009a26466b,ABRACON,ABLNO-V-100.000MHZ,0.0,,
aa7c722f-1db8-4458-929e-407757286b76,ABRACON,ABLS-25.000MHZ-B2F-T,0.0,,
1f4ea352-dcbd-4c87-ad57-49d7bed54684,ABRACON,ABLS-8.192MHZ-B2-T,0.0,,
0695c811-f03d-4c20-ac58-cda83daf0016,ABRACON,ABLS2-12.000MHZ-D4Y,0.0,,
8d740de4-d1b0-4a74-b06e-c35d7c8080ba,ABRACON,ABLSG-5.000MHZ-D-2-Y-T,0.0,,
5d7f7b63-d7ee-4235-bedb-c2c6b7f5c69f,ABRACON,ABM3-28.6363MHZ-B2,0.0,,
85d8a790-050c-4e8a-81fa-459c5f651f5c,ABRACON,ABM3B-12.000MHZ-B2-T,0.0,,
a78ac5ee-ec7e-4527-8f0e-4f935ac160cf,ABRACON,ABM3B-18.432MHZ-B2-T,0.0,,
83f15d85-24e2-4022-bb38-b9070ef9906d,ABRACON,ABM3B-8.000MHZ-B2-T,0.0,,
e9038840-4da0-4a83-9ebc-242eaa72951d,ABRACON,ABM8-166-114.285MHZ,0.0,,
cba33569-a965-4cad-b8cc-a8acc2a6efdc,ABRACON,ABM8G-25.000MHZ-18-D2Y,0.0,,
bd1292ea-0c29-420b-b187-603c1a5c7a2c,ABRACON,ABM8W-50.0000MHZ-8-B1U,0.0,,
47c4ee6b-2850-4ec9-aa95-6c710c2742a6,ABRACON,ABMM2-10.000MHZ-E2-T,0.0,,
487abace-ce92-4160-b6d0-43b906815ccf,ABRACON,ABS06-107-32.768kHz,0.0,,
5694b325-7066-4a6b-a150-d22d14576b98,ABRACON,ABS06-32.768kHz-9,0.0,,
5f99b1c1-5e91-45ed-8126-25b84b16e2e3,ABRACON,ABS06-32.768kHz-T,0.0,,
99666eb0-404d-46e0-81f9-60ab6471e8c8,ABRACON,ABS09-32.768KHZ-T,0.0,,
e9d7ebbc-6157-4090-9e4e-f5dfe6e16cf0,ABRACON,ABS25-32.768KHZ-T,0.0,,
7c2621ad-9692-4365-b441-43d034b0a044,ABRACON,ACH-10.000MHZ-EK,0.0,,
7e8228c0-2584-4057-aa24-002db8b3e210,ABRACON,AISC-0603-R39-J,0.0,,
79275351-409d-491c-b9e1-37319bc3fab7,ABRACON,AISC-1008-1R0G,0.0,,
9b467566-7614-4db7-9bf1-ffbddeb5eb41,ABRACON,AK2ADDF1-156.2500,0.0,,
68e86d1d-815d-483c-ba1e-031ed9d59c08,ABRACON,AK7DAF1-148.5000,0.0,,
dd15e2ee-e3c8-4375-bb6a-3a3caf5156d4,ABRACON,AMPMDFB-16.0000,0.0,,
462ec8f8-df7f-40a1-8b09-12bd61229275,ABRACON,AOCJY-10.000MHZ-E,0.0,,
0d2f16c0-3c12-48b1-ad35-90af5eb63b7d,ABRACON,AOCJY1-100.000MHZ,0.0,,
b722d0a8-675e-46b4-ab49-b8f42c58b1f8,ABRACON,AOCJY4A-10.000MHZ-F-SW,0.0,,
816e1253-d92f-490b-b3d2-740f89a340c8,ABRACON,AOTA-B252010SR47MT,0.0,,
be236761-d1dd-4fa0-8eba-3d6d6de4b5cd,ABRACON,ARJM11D7-502-AB-EW2,0.0,,
6470cd81-2947-4165-b439-b1503c2b7d4f,ABRACON,ASE-25.000MHZ-LC,0.0,,
5b28c33e-23d1-4bbc-be2e-711226c8d8f5,ABRACON,ASEMPC-100.000MHZ-LR-T,0.0,,
66d2fbd9-11e4-438a-9117-2da8e65a9564,ABRACON,ASFL1-100.000MHZ-EC,0.0,,
f2cd5b99-2712-41a1-aaaa-da94dd777bfc,ABRACON,ASFL1-12.000MHZ-EC,0.0,,
34e61934-0eca-44e5-8ee8-90c446dd49ef,ABRACON,ASFL1-25.000MHZ-EK,0.0,,
d950e8e1-59dc-46d5-8c3f-f0ce1f68becb,ABRACON,ASFLDVN-12.000MHZ-LR,0.0,,
0ff27134-a816-43fc-88a6-d95caa63bcc7,ABRACON,ASFLMPC-200.0000MHz-R,0.0,,
6e539769-70b9-4582-8227-00fa02013aef,ABRACON,ASG-D-V-A-122.880MHZ,0.0,,
c811650a-93a1-4cf8-b585-62fe80ff887d,ABRACON,ASG-D-V-A-125.000MHZ,0.0,,
7958a2b4-46fc-4f76-8504-f2e32a1016fd,ABRACON,ASG-D-X-A-622.08MHZ,0.0,,
668b5e1c-6bd5-477b-ad4f-68f6dab932e6,ABRACON,ASGTX-D-100.000MHZ-1,0.0,,
076cca45-241c-4670-b644-40dea3ac5611,ABRACON,AST3TDA53TACJ2-20.0000MHZ,0.0,,
9da01dfa-109d-442e-98ac-31b90d2d792d,ABRACON,AST3TQ-T-30.720MHZ-28,0.0,,
defb4e5c-de0a-4fae-bbf3-9011f64be968,ABRACON,AST3TQ-V-40.000MHZ-28,0.0,,
16366bb9-f5a1-4345-8891-3e79124eba1e,ABRACON,ASV-11.0592MHZ-EJ-T,0.0,,
f334c273-1895-4c7a-a819-4f7895a08817,ABRACON,ASV-24.576MHZ-EJ-T,0.0,,
6a260e9e-7333-48ad-aa2d-9afc200d04cc,ABRACON,ASVTX-11-A-25.000MHz-T,0.0,,
3c288d41-d161-4e85-ab56-bde5d739d1e0,ABRACON,ASVV-20.000MHZ-N152-T,0.0,,
227834e6-f8a3-4905-b537-34fca68a8799,ACAM MESS-ELECTRONIC,TDC-GPX,0.0,,
8e9bd253-0858-4a74-ad35-3c19be57b9f2,ACAM MESS-ELECTRONIC,TDC-GPX-FG,0.0,,
f3807e59-e02b-434b-af5e-a1b8c848e736,ACCU,AS-025879-A,0.0,,
84795b33-671c-4834-b62d-7b1826336f33,ACTEL/MICROSEMI,A2F200M3F-CSG288I,0.0,,
98cedba0-8dc8-4369-afac-51bb18d2a402,ACTEL/MICROSEMI,A3P030-QNG48,0.0,,
04327958-38f6-4044-8c29-543891ef9e70,ACTEL/MICROSEMI,A3P030-VQG100,0.0,,
41d0f3bc-8b9d-4c5f-9693-ea86fe869d5a,ACTEL/MICROSEMI,A3P060-VQG100,0.0,,
424d2c5d-cdb2-4a1b-b8c5-d67614b24b68,ACTEL/MICROSEMI,A3P1000-1PQG208I,0.0,,
bb426b38-4915-46c3-b40e-5864f14c3fd2,ACTEL/MICROSEMI,A3P400-1PQG208I,0.0,,
e85faa1b-4e5b-497f-bfed-f08668b0a027,ACTEL/MICROSEMI,A3P600-1PQG208I,0.0,,
f14c863c-bcba-4a76-b637-33b829ec1ddb,ACTEL/MICROSEMI,A3PE1500-PQ208,0.0,,
9928879c-b68e-42ad-adf9-34c665b11c7d,ACTEL/MICROSEMI,A3PE3000-PQ208,0.0,,
979fca9f-a25c-4d53-8dcb-89c148bccf56,ACTEL/MICROSEMI,A54SX08A-PQG208,0.0,,
5cbdd329-bb62-4370-9a94-d02bddc054a6,ACTEL/MICROSEMI,A54SX16A-PQG208,0.0,,
814744cf-db00-41ea-80a0-a696a7f56725,ACTEL/MICROSEMI,A54SX32A-PQG208,0.0,,
dd03ebeb-73d2-4350-a421-aa3124852450,ACTEL/MICROSEMI,A54SX72A-PQG208,0.0,,
31bd9186-4644-4fa7-83ba-944ce62f3f7a,ACTEL/MICROSEMI,AFS600-FGG256I,0.0,,
e0618406-f575-4c26-b1ce-270a45e831f8,ACTIVE SWITCH & SENSOR,RBS 040200,0.0,,
3d47c7b3-db4d-48a8-9f2f-f69796c8629d,ADAFRUIT,ESP32-S2_FEATHER,0.0,,
b73cedd6-92db-482c-a73d-dbb23228cf13,ADAM TECH,PH1-03-UA,0.0,,
b9615d76-db83-4ec5-81a4-d6a0a85121f6,ADESTO TECHNOLOGIES,AT25DF321A-CCU,0.0,,
f86410f5-186e-48db-b162-56898efc8df9,ADESTO TECHNOLOGIES,AT25DN512C-SSHF-B,0.0,,
3f8e5405-a4bb-4fb0-8c45-a6766181550f,ADVANCED ENERGY,4D-24-N1,0.0,,
8af70120-c00f-4b9d-b6b6-5743603ce83b,ADVANCED ENERGY,6A12-N4,0.0,,
6187c86f-07a3-4c37-aa8c-34a4d55b9e41,ADVANCED INTERCONNECTIONS,2527-3G,0.0,,
e06e96ed-31dc-48ec-9898-41470afce556,ADVANCED THERMAL SOLUTIONS (ATS),ATS-1042-C3-R0,0.0,,
b8fbb2f5-9282-4e5a-8ec9-6f98edd25e9e,ADVANCED THERMAL SOLUTIONS (ATS),ATS-50350B-C1-R0,0.0,,
bd8aa11c-2d19-4005-b806-360832e336d3,ADVANCED THERMAL SOLUTIONS (ATS),ATS-52230P-C1-R0,0.0,,
2c37b5a1-08ee-4e8b-90e4-24c47a82b2ee,ADVANCED THERMAL SOLUTIONS (ATS),ATS-CPX045045030-163-C2-R0,0.0,,
d124ad17-38f5-43d3-864a-ba4fd5b1a529,ADVANCED THERMAL SOLUTIONS (ATS),ATS-CPX070070025-136-C2-R0,0.0,,
512e87d4-fa97-4fd7-bd10-34fc745b7eaf,ADVANCED THERMAL SOLUTIONS (ATS),ATS-HK127-R0,0.0,,
b103e9d5-bd66-4ce3-8449-2ad1e565a544,ADVANCED THERMAL SOLUTIONS (ATS),ATS-X51230D-C1-R0,0.0,,
aba8f6f6-03a3-4d78-9f24-dbf26dfdff71,ADVANSID,ASD-RGB1.5S-P-8X8A,0.0,,
726c628a-7a0d-4aae-ba5c-e3d472c0b3fe,AEL,O40M000000S034,0.0,,
a32fe6b7-9ffa-40a1-923c-1acf6e50ec2b,AEL CRYSTALS,X20M000000L010,0.0,,
39fd9d92-b33a-466c-9abd-9b0b9fb28fef,AEM,F1206SB3000V032TM,0.0,,
8d9c3fe3-07eb-4222-8f17-a2726a8f3564,AEM,F1206SB6000V024TM,0.0,,
22a433ed-678e-4820-ab81-b3956f107660,AEROFLEX,RHD5920-7,0.0,,
34027173-a2c1-4f42-88ed-d66fd54c2f3e,AI-THINKER,ESP-01,0.0,,
c58c1e45-e8ae-4bb3-9d78-58231f7b3a01,AIRPAX SENSATA,67F090,0.0,,
288a3db9-bb8e-4948-b04f-c523d4557847,AIRPAX SENSATA,67F100,0.0,,
e53064de-794f-440e-a6b0-6571cc72d821,AIRPAX SENSATA,67L090,0.0,,
82c533fc-d4c3-4dcd-954a-e6f02dc5a230,AIRPAX SENSATA,67L100,0.0,,
59afc85e-7ebe-458c-842a-9485cb20edc3,AKER,S733025-32.768K-X-15,0.0,,
b901e784-4d32-404a-be59-5da65621c60d,ALBIS,PD10F1-T7W,0.0,,
e726a9b8-b8d7-4d43-b056-d256682c2b8f,ALL BEST ELECTRONICS,R-HI-008068-2,0.0,,
fa55cbd6-248a-4fa9-a04b-9f914eaf02b9,ALLECTRA,211-FS25-PK,0.0,,
26fdf5f5-9d10-451a-a04c-859709c83f57,ALLECTRA,211-MS25-PK,0.0,,
b11a6810-39af-4a01-8b4f-9f1e297c74a2,ALLECTRA,212-PINF-25,0.0,,
4bbad629-c48c-4b49-8710-b16f61f954d0,ALLECTRA,212-PINFHD-26,0.0,,
c9648aa6-f484-4dc5-98a9-c449c953006d,ALLECTRA,212-PINFHD-78,0.0,,
9819cc59-f922-42c9-80fd-7165db1b5438,ALLECTRA,212-PINFHD-SOLDER-26,0.0,,
eb90c48b-9342-4012-9448-c73e38bab6df,ALLECTRA,212-PINFHD-SOLDER-78,0.0,,
